instance,method,seed,value,time,evaluations,feasible,gen_to_best,final_diversity
OR10x100-0.25_1.dat,GA-QL,4,22857.0,2.6812707809986023,19700,True,16,0.028440000000000003
OR10x100-0.25_1.dat,GA-QL,5,22867.0,2.101228578998416,19700,True,11,0.06255200000000001
OR10x100-0.25_1.dat,GA-QL,6,22910.0,2.6927448620008363,19700,True,31,0.04455200000000001
OR10x100-0.25_1.dat,GA-QL,7,22865.0,2.6850352250003198,19700,True,21,0.06892000000000001
OR10x100-0.25_1.dat,GA-QL,8,22957.0,2.167877646999841,19700,True,199,0.09236000000000003
OR10x100-0.25_1.dat,GA-QL,9,22910.0,2.9483795199994347,19700,True,23,0.030364000000000006
OR10x100-0.25_1.dat,GA-QL-T,0,22957.0,2.5094180640007835,19700,True,13,0.09422800000000003
OR10x100-0.25_1.dat,GA-QL-T,1,22942.0,2.3133104909975373,19700,True,160,0.06951200000000002
OR10x100-0.25_1.dat,GA-QL-T,2,22895.0,3.106694179998158,19700,True,10,0.06227600000000002
OR10x100-0.25_1.dat,GA-QL-T,3,22973.0,2.935543745999894,19700,True,31,0.04133200000000002
OR10x100-0.25_1.dat,GA-QL-T,4,22903.0,2.4418062629993074,19700,True,187,0.055800000000000016
OR10x100-0.25_1.dat,GA-QL-T,5,22977.0,2.5553906399982225,19700,True,64,0.09904800000000004
OR10x100-0.25_1.dat,GA-QL-T,6,22910.0,2.704667600002722,19700,True,31,0.037012
OR10x100-0.25_1.dat,GA-QL-T,7,22995.0,1.9557214450032916,19700,True,11,0.07176800000000001
OR10x100-0.25_1.dat,GA-QL-T,8,22997.0,2.3459884629992303,19700,True,111,0.10372800000000001
OR10x100-0.25_1.dat,GA-QL-T,9,22940.0,2.485241340000357,19700,True,130,0.07584400000000001
OR10x100-0.25_1.dat,GA-RAND,0,23050.0,2.514517338000587,19700,True,18,0.03619200000000001
OR10x100-0.25_1.dat,GA-RAND,1,22910.0,2.661710767999466,19700,True,21,0.04282400000000001
OR10x100-0.25_1.dat,GA-RAND,2,22985.0,2.1713326380013314,19700,True,16,0.06542400000000001
OR10x100-0.25_1.dat,GA-RAND,3,22995.0,2.7378693310020026,19700,True,190,0.0762
OR10x100-0.25_1.dat,GA-RAND,4,22895.0,2.302347832999658,19700,True,17,0.051856000000000006
OR10x100-0.25_1.dat,GA-RAND,5,22976.0,3.052241192999645,19700,True,17,0.067548
OR10x100-0.25_1.dat,GA-RAND,6,22895.0,2.5194956660016032,19700,True,17,0.029592
OR10x100-0.25_1.dat,GA-RAND,7,22960.0,2.9681344739983615,19700,True,23,0.06487200000000001
OR10x100-0.25_1.dat,GA-RAND,8,22944.0,2.062850291997165,19700,True,143,0.10896400000000002
OR10x100-0.25_1.dat,GA-RAND,9,23050.0,2.280862708998029,19700,True,59,0.041488000000000004
OR10x100-0.25_1.dat,GA-UCB,0,23050.0,2.537315839999792,19700,True,22,0.025908
OR10x100-0.25_1.dat,GA-UCB,1,22928.0,1.9368373199977214,19700,True,13,0.023660000000000004
OR10x100-0.25_1.dat,GA-UCB,2,22986.0,3.2427645540010417,19700,True,150,0.03776000000000001
OR10x100-0.25_1.dat,GA-UCB,3,22960.0,2.1760866660006286,19700,True,34,0.07270800000000002
OR10x100-0.25_1.dat,GA-UCB,4,23057.0,2.596642668999266,19700,True,63,0.07816000000000002
OR10x100-0.25_1.dat,GA-UCB,5,22995.0,2.6381617370025197,19700,True,31,0.037888000000000005
OR10x100-0.25_1.dat,GA-UCB,6,22986.0,2.4217295950002153,19700,True,19,0.036164
OR10x100-0.25_1.dat,GA-UCB,7,22955.0,2.666266224001447,19700,True,194,0.11665600000000004
OR10x100-0.25_1.dat,GA-UCB,8,22942.0,2.8066628980013775,19700,True,17,0.02944800000000001
OR10x100-0.25_1.dat,GA-UCB,9,22880.0,2.5165201099989645,19700,True,12,0.05164000000000001
OR10x100-0.25_10.dat,GA,0,22702.0,1.5959294989988848,19700,True,8,0.014656000000000008
OR10x100-0.25_10.dat,GA,1,22452.0,1.8614719950019207,19700,True,8,0.0054960000000000035
OR10x100-0.25_10.dat,GA,2,22479.0,1.726544842000294,19700,True,15,0.010120000000000007
OR10x100-0.25_10.dat,GA,3,22702.0,1.811123977000534,19700,True,9,0.01562
OR10x100-0.25_10.dat,GA,4,22606.0,1.6527011520011001,19700,True,16,0.015412000000000002
OR10x100-0.25_10.dat,GA,5,22476.0,2.0805395759998646,19700,True,111,0.022872000000000003
OR10x100-0.25_10.dat,GA,6,22440.0,1.7802532310015522,19700,True,53,0.025500000000000002
OR10x100-0.25_10.dat,GA,7,22702.0,1.825849040000321,19700,True,60,0.017391999999999998
OR10x100-0.25_10.dat,GA,8,22551.0,1.9075045740028145,19700,True,108,0.019292000000000007
OR10x100-0.25_10.dat,GA,9,22702.0,2.5589591739990283,19700,True,16,0.019680000000000003
OR10x100-0.25_10.dat,GA-FIX-UX+BF3,0,22499.0,2.7289187669994135,19700,True,54,0.07219200000000002
OR10x100-0.25_10.dat,GA-FIX-UX+BF3,1,22702.0,2.8090479749989754,19700,True,78,0.05006400000000001
OR10x100-0.25_10.dat,GA-FIX-UX+BF3,2,22702.0,2.633620593998785,19700,True,10,0.044564000000000006
OR10x100-0.25_10.dat,GA-FIX-UX+BF3,3,22606.0,2.1551043350009422,19700,True,15,0.045416000000000026
OR10x100-0.25_10.dat,GA-FIX-UX+BF3,4,22702.0,2.845722537000256,19700,True,16,0.058936000000000016
OR10x100-0.25_10.dat,GA-FIX-UX+BF3,5,22702.0,3.250075089999882,19700,True,47,0.03674400000000001
OR10x100-0.25_10.dat,GA-FIX-UX+BF3,6,22524.0,3.057195313998818,19700,True,30,0.050804
OR10x100-0.25_10.dat,GA-FIX-UX+BF3,7,22702.0,3.2719908229992143,19700,True,31,0.043440000000000006
OR10x100-0.25_10.dat,GA-FIX-UX+BF3,8,22702.0,2.2309798930000397,19700,True,12,0.04012000000000002
OR10x100-0.25_10.dat,GA-FIX-UX+BF3,9,22569.0,2.173318499000743,19700,True,10,0.04767600000000001
OR10x100-0.25_10.dat,GA-QL,0,22702.0,2.7991868249991967,19700,True,13,0.04854000000000001
OR10x100-0.25_10.dat,GA-QL,1,22519.0,2.65283921900118,19700,True,17,0.055492000000000014
OR10x100-0.25_10.dat,GA-QL,2,22434.0,2.0124045829979877,19700,True,9,0.011504000000000007
OR10x100-0.25_10.dat,GA-QL,3,22551.0,1.9395143049987382,19700,True,57,0.008868000000000004
OR10x100-0.25_10.dat,GA-QL,4,22501.0,3.362359260998346,19700,True,17,0.011752000000000007
OR10x100-0.25_10.dat,GA-QL,5,22452.0,2.500068069999543,19700,True,10,0.03574400000000002
OR10x100-0.25_10.dat,GA-QL,6,22420.0,2.710119534000114,19700,True,160,0.031592
OR10x100-0.25_10.dat,GA-QL,7,22551.0,2.5804121600012877,19700,True,114,0.04216800000000001
OR10x100-0.25_10.dat,GA-QL,8,22606.0,1.9186445279992768,19700,True,20,0.008900000000000005
OR10x100-0.25_10.dat,GA-QL,9,22551.0,2.8092882060009288,19700,True,174,0.02961600000000001
OR10x100-0.25_10.dat,GA-QL-T,0,22568.0,2.488080892002472,19700,True,8,0.032636000000000005
OR10x100-0.25_10.dat,GA-QL-T,1,22537.0,3.0972559150031884,19700,True,79,0.022524000000000002
OR10x100-0.25_10.dat,GA-QL-T,2,22501.0,2.5525817559973802,19700,True,13,0.038236000000000006
OR10x100-0.25_10.dat,GA-QL-T,3,22606.0,2.15793058700001,19700,True,8,0.05383200000000002
OR10x100-0.25_10.dat,GA-QL-T,4,22524.0,1.8779228080020403,19700,True,14,0.05533600000000001
OR10x100-0.25_10.dat,GA-QL-T,5,22501.0,2.636026870997739,19700,True,5,0.007760000000000005
OR10x100-0.25_10.dat,GA-QL-T,6,22537.0,3.1603272879983706,19700,True,41,0.04026800000000001
OR10x100-0.25_10.dat,GA-QL-T,7,22702.0,2.4513170509999327,19700,True,114,0.010064000000000003
OR10x100-0.25_10.dat,GA-QL-T,8,22569.0,1.9395674810002674,19700,True,9,0.015628000000000003
OR10x100-0.25_10.dat,GA-QL-T,9,22551.0,2.930125531001977,19700,True,59,0.01862
OR10x100-0.25_10.dat,GA-RAND,0,22702.0,2.1946575379988644,19700,True,39,0.011004000000000007
OR10x100-0.25_10.dat,GA-RAND,1,22501.0,1.9656978589991922,19700,True,4,0.009224000000000005
OR10x100-0.25_10.dat,GA-RAND,2,22702.0,2.7026148949989874,19700,True,17,0.04692800000000002
OR10x100-0.25_10.dat,GA-RAND,3,22606.0,2.230329334997805,19700,True,6,0.018844000000000003
OR10x100-0.25_10.dat,GA-RAND,4,22698.0,2.6709790659988357,19700,True,92,0.016808000000000003
OR10x100-0.25_10.dat,GA-RAND,5,22698.0,2.8248561800028256,19700,True,194,0.053079999999999995
OR10x100-0.25_10.dat,GA-RAND,6,22551.0,2.7568735709974135,19700,True,22,0.012376000000000007
OR10x100-0.25_10.dat,GA-RAND,7,22440.0,2.4393156029982492,19700,True,9,0.024468
OR10x100-0.25_10.dat,GA-RAND,8,22569.0,2.827635678000661,19700,True,16,0.021756000000000008
OR10x100-0.25_10.dat,GA-RAND,9,22698.0,1.9565327809978044,19700,True,69,0.014092000000000004
OR10x100-0.25_10.dat,GA-UCB,0,22606.0,3.0535658779990626,19700,True,36,0.024212000000000008
OR10x100-0.25_10.dat,GA-UCB,1,22522.0,2.10142326300047,19700,True,107,0.02445200000000001
OR10x100-0.25_10.dat,GA-UCB,2,22551.0,3.633766201000981,19700,True,8,0.045176
OR10x100-0.25_10.dat,GA-UCB,3,22501.0,3.470945828998083,19700,True,8,0.022552000000000003
OR10x100-0.25_10.dat,GA-UCB,4,22606.0,2.27927628299949,19700,True,18,0.009344000000000005
OR10x100-0.25_10.dat,GA-UCB,5,22501.0,1.9262125300010666,19700,True,8,0.042796000000000015
OR10x100-0.25_10.dat,GA-UCB,6,22606.0,3.3340005929967447,19700,True,8,0.010404000000000002
OR10x100-0.25_10.dat,GA-UCB,7,22501.0,2.6818591769988416,19700,True,7,0.006588000000000004
OR10x100-0.25_10.dat,GA-UCB,8,22569.0,2.8596257399985916,19700,True,17,0.012412000000000001
OR10x100-0.25_10.dat,GA-UCB,9,22551.0,2.2504218879985274,19700,True,61,0.021624000000000008
OR10x100-0.25_2.dat,GA,0,22552.0,2.943960998996772,19700,True,13,0.006968000000000003
OR10x100-0.25_2.dat,GA,1,22552.0,2.672055476003152,19700,True,13,0.010428000000000007
OR10x100-0.25_2.dat,GA,2,22558.0,1.8569103209993045,19700,True,6,0.010776000000000003
OR10x100-0.25_2.dat,GA,3,22678.0,2.4081485319984495,19700,True,16,0.020292000000000004
OR10x100-0.25_2.dat,GA,4,22629.0,1.9070776129992737,19700,True,84,0.013840000000000005
OR10x100-0.25_2.dat,GA,5,22546.0,1.8992897269999958,19700,True,63,0.033464
OR10x100-0.25_2.dat,GA,6,22576.0,2.4223559950005438,19700,True,185,0.022224
OR10x100-0.25_2.dat,GA,7,22675.0,2.218425234001188,19700,True,11,0.020100000000000003
OR10x100-0.25_2.dat,GA,8,22611.0,2.4381215470020834,19700,True,10,0.008884000000000005
OR10x100-0.25_2.dat,GA,9,22508.0,2.3784013199983747,19700,True,8,0.020515999999999996
OR10x100-0.25_2.dat,GA-FIX-UX+BF3,0,22552.0,1.3418143250019057,19700,True,11,0.03412400000000001
OR10x100-0.25_2.dat,GA-FIX-UX+BF3,1,22678.0,1.9798984179979016,19700,True,149,0.05418000000000001
OR10x100-0.25_2.dat,GA-FIX-UX+BF3,2,22675.0,1.970837633998599,19700,True,15,0.05764000000000001
OR10x100-0.25_2.dat,GA-FIX-UX+BF3,3,22629.0,1.9814135990018258,19700,True,51,0.08391600000000002
OR10x100-0.25_2.dat,GA-FIX-UX+BF3,4,22634.0,1.8454466910006886,19700,True,9,0.129448
OR10x100-0.25_2.dat,GA-FIX-UX+BF3,5,22661.0,1.3501030270017509,19700,True,146,0.04831200000000001
OR10x100-0.25_2.dat,GA-FIX-UX+BF3,6,22678.0,2.1032039060009993,19700,True,106,0.05526800000000001
OR10x100-0.25_2.dat,GA-FIX-UX+BF3,7,22675.0,1.8847644779998518,19700,True,11,0.064184
OR10x100-0.25_2.dat,GA-FIX-UX+BF3,8,22678.0,2.0389788769971346,19700,True,58,0.05884
OR10x100-0.25_2.dat,GA-FIX-UX+BF3,9,22600.0,2.011706895998941,19700,True,103,0.10906800000000003
OR10x100-0.25_2.dat,GA-QL,0,22678.0,2.628375328000402,19700,True,9,0.025172
OR10x100-0.25_2.dat,GA-QL,1,22706.0,2.5480286220008566,19700,True,15,0.03276800000000001
OR10x100-0.25_2.dat,GA-QL,2,22678.0,2.2992558820005797,19700,True,92,0.03162
OR10x100-0.25_2.dat,GA-QL,3,22743.0,2.1009368319973873,19700,True,24,0.017176000000000004
OR10x100-0.25_2.dat,GA-QL,4,22672.0,2.2652172170019185,19700,True,12,0.06883600000000002
OR10x100-0.25_2.dat,GA-QL,5,22699.0,1.8799944659986068,19700,True,35,0.03316
OR10x100-0.25_2.dat,GA-QL,6,22563.0,1.5495062769987271,19700,True,65,0.06493600000000002
OR10x100-0.25_2.dat,GA-QL,7,22675.0,1.830233437998686,19700,True,37,0.03699600000000001
OR10x100-0.25_2.dat,GA-QL,8,22675.0,1.8501612410000234,19700,True,9,0.06336800000000002
OR10x100-0.25_2.dat,GA-QL,9,22649.0,1.4962702190023265,19700,True,8,0.027143999999999998
OR10x100-0.25_2.dat,GA-QL-T,0,22731.0,1.6784628009991138,19700,True,21,0.05120400000000002
OR10x100-0.25_2.dat,GA-QL-T,1,22611.0,1.9228884520016436,19700,True,17,0.004300000000000002
OR10x100-0.25_2.dat,GA-QL-T,2,22582.0,1.7295512929995311,19700,True,58,0.06203200000000002
OR10x100-0.25_2.dat,GA-QL-T,3,22552.0,1.6404615840001497,19700,True,12,0.009400000000000006
OR10x100-0.25_2.dat,GA-QL-T,4,22680.0,1.6795545729983132,19700,True,18,0.04784800000000001
OR10x100-0.25_2.dat,GA-QL-T,5,22582.0,1.610188251001091,19700,True,8,0.019544000000000002
OR10x100-0.25_2.dat,GA-QL-T,6,22552.0,1.8582537729998876,19700,True,11,0.013428000000000004
OR10x100-0.25_2.dat,GA-QL-T,7,22678.0,1.8203505130004487,19700,True,163,0.02581600000000001
OR10x100-0.25_2.dat,GA-QL-T,8,22582.0,1.9348216889993637,19700,True,9,0.017772000000000007
OR10x100-0.25_2.dat,GA-QL-T,9,22678.0,1.8288083160005044,19700,True,9,0.026632
OR10x100-0.25_2.dat,GA-RAND,0,22687.0,2.154447592998622,19700,True,193,0.069448
OR10x100-0.25_2.dat,GA-RAND,1,22687.0,1.9243221690012433,19700,True,15,0.022728
OR10x100-0.25_2.dat,GA-RAND,2,22731.0,2.0698234609990322,19700,True,19,0.047804
OR10x100-0.25_2.dat,GA-RAND,3,22552.0,3.1366113030017004,19700,True,13,0.006588000000000005
OR10x100-0.25_2.dat,GA-RAND,4,22629.0,2.8103460740021546,19700,True,28,0.024484000000000002
OR10x100-0.25_2.dat,GA-RAND,5,22563.0,3.274508621998393,19700,True,92,0.06775600000000001
OR10x100-0.25_2.dat,GA-RAND,6,22739.0,3.281350982000731,19700,True,90,0.027348000000000004
OR10x100-0.25_2.dat,GA-RAND,7,22552.0,2.6208514680001826,19700,True,11,0.02109200000000001
OR10x100-0.25_2.dat,GA-RAND,8,22630.0,1.9096032109991938,19700,True,12,0.019600000000000003
OR10x100-0.25_2.dat,GA-RAND,9,22678.0,2.0681304080026166,19700,True,15,0.019024000000000006
OR10x100-0.25_2.dat,GA-UCB,0,22680.0,2.6059239890018944,19700,True,11,0.07788800000000001
OR10x100-0.25_2.dat,GA-UCB,1,22566.0,2.3380602139986877,19700,True,10,0.031728000000000006
OR10x100-0.25_2.dat,GA-UCB,2,22678.0,2.261208936000912,19700,True,13,0.06471200000000002
OR10x100-0.25_2.dat,GA-UCB,3,22678.0,2.6018200400030764,19700,True,12,0.036384
OR10x100-0.25_2.dat,GA-UCB,4,22650.0,2.3641050810001616,19700,True,75,0.040868
OR10x100-0.25_2.dat,GA-UCB,5,22611.0,2.657339614997909,19700,True,8,0.05379600000000001
OR10x100-0.25_2.dat,GA-UCB,6,22575.0,2.8071617919995333,19700,True,7,0.015248
OR10x100-0.25_2.dat,GA-UCB,7,22552.0,1.9481738280010177,19700,True,10,0.02064800000000001
OR10x100-0.25_2.dat,GA-UCB,8,22684.0,2.0914236979988345,19700,True,34,0.06724800000000002
OR10x100-0.25_2.dat,GA-UCB,9,22678.0,2.6753114070015727,19700,True,10,0.016516000000000003
OR10x100-0.25_3.dat,GA,0,21949.0,1.574399724999239,19700,True,68,0.017196000000000006
OR10x100-0.25_3.dat,GA,1,21850.0,1.5188000970010762,19700,True,6,0.026844000000000007
OR10x100-0.25_3.dat,GA,2,22006.0,1.259062045999599,19700,True,10,0.028100000000000003
OR10x100-0.25_3.dat,GA,3,21960.0,1.528334006001387,19700,True,9,0.043352
OR10x100-0.25_3.dat,GA,4,21877.0,1.6972426920001453,19700,True,9,0.020655999999999997
OR10x100-0.25_3.dat,GA,5,21994.0,1.4998111029999563,19700,True,15,0.019536
OR10x100-0.25_3.dat,GA,6,21891.0,1.2201474309986224,19700,True,17,0.022620000000000005
OR10x100-0.25_3.dat,GA,7,22066.0,1.578786238002067,19700,True,147,0.032608
OR10x100-0.25_3.dat,GA,8,21917.0,1.6322011379998003,19700,True,196,0.053056
OR10x100-0.25_3.dat,GA,9,22064.0,1.4722362159991462,19700,True,43,0.020628
OR10x100-0.25_3.dat,GA-FIX-UX+BF3,0,22064.0,1.9899451679993945,19700,True,30,0.07502800000000001
OR10x100-0.25_3.dat,GA-FIX-UX+BF3,1,21994.0,1.8740199259991641,19700,True,27,0.08984400000000001
OR10x100-0.25_3.dat,GA-FIX-UX+BF3,2,22064.0,1.3044148150002002,19700,True,19,0.07174400000000002
OR10x100-0.25_3.dat,GA-FIX-UX+BF3,3,21993.0,1.8581984030024614,19700,True,139,0.10823600000000003
OR10x100-0.25_3.dat,GA-FIX-UX+BF3,4,21994.0,1.9517271730001085,19700,True,12,0.081524
OR10x100-0.25_3.dat,GA-FIX-UX+BF3,5,22131.0,2.018636153999978,19700,True,141,0.06800800000000003
OR10x100-0.25_3.dat,GA-FIX-UX+BF3,6,21994.0,1.9898973829986062,19700,True,22,0.09863600000000002
OR10x100-0.25_3.dat,GA-FIX-UX+BF3,7,21994.0,1.9988252260009176,19700,True,13,0.11473200000000001
OR10x100-0.25_3.dat,GA-FIX-UX+BF3,8,21994.0,1.3370523580015288,19700,True,25,0.10216800000000002
OR10x100-0.25_3.dat,GA-FIX-UX+BF3,9,21994.0,1.9516576679998252,19700,True,91,0.10003200000000004
OR10x100-0.25_3.dat,GA-QL,0,22064.0,1.649953601998277,19700,True,22,0.018059999999999996
OR10x100-0.25_3.dat,GA-QL,1,21990.0,1.8764548500003002,19700,True,100,0.08414800000000001
OR10x100-0.25_3.dat,GA-QL,2,21994.0,1.8405882269980793,19700,True,53,0.05309200000000001
OR10x100-0.25_3.dat,GA-QL,3,22064.0,1.685173128000315,19700,True,23,0.020472
OR10x100-0.25_3.dat,GA-QL,4,21994.0,1.1492739179993805,19700,True,14,0.07397200000000001
OR10x100-0.25_3.dat,GA-QL,5,22006.0,1.854075045001082,19700,True,12,0.07851200000000001
OR10x100-0.25_3.dat,GA-QL,6,21855.0,1.669362116001139,19700,True,13,0.041392000000000005
OR10x100-0.25_3.dat,GA-QL,7,21994.0,1.7960631690002629,19700,True,10,0.047648
OR10x100-0.25_3.dat,GA-QL,8,21949.0,1.8205755070011946,19700,True,18,0.02704800000000001
OR10x100-0.25_3.dat,GA-QL,9,21908.0,1.8464844769987394,19700,True,13,0.06603200000000001
OR10x100-0.25_3.dat,GA-QL-T,0,22081.0,1.7534892439980467,19700,True,15,0.078892
OR10x100-0.25_3.dat,GA-QL-T,1,21949.0,1.794548631998623,19700,True,41,0.023472000000000007
OR10x100-0.25_3.dat,GA-QL-T,2,21994.0,1.9194974530000763,19700,True,15,0.08343600000000002
OR10x100-0.25_3.dat,GA-QL-T,3,21836.0,1.2811447940002836,19700,True,14,0.06260400000000002
OR10x100-0.25_3.dat,GA-QL-T,4,22064.0,1.8963641700029257,19700,True,38,0.07083600000000002
OR10x100-0.25_3.dat,GA-QL-T,5,21994.0,1.8540790020015265,19700,True,37,0.073088
OR10x100-0.25_3.dat,GA-QL-T,6,21994.0,1.856075775998761,19700,True,97,0.10642800000000001
OR10x100-0.25_3.dat,GA-QL-T,7,21949.0,1.8575703790011175,19700,True,16,0.056872000000000006
OR10x100-0.25_3.dat,GA-QL-T,8,21994.0,1.4729925739993632,19700,True,9,0.06971200000000001
OR10x100-0.25_3.dat,GA-QL-T,9,21994.0,1.536000708998472,19700,True,53,0.07516400000000001
OR10x100-0.25_3.dat,GA-RAND,0,21962.0,1.804348450001271,19700,True,56,0.038008
OR10x100-0.25_3.dat,GA-RAND,1,22013.0,1.9107724749992485,19700,True,16,0.031396
OR10x100-0.25_3.dat,GA-RAND,2,21994.0,1.8770283880003262,19700,True,13,0.07160800000000002
OR10x100-0.25_3.dat,GA-RAND,3,21994.0,1.2282682900004147,19700,True,36,0.024344
OR10x100-0.25_3.dat,GA-RAND,4,21994.0,1.8813002259994391,19700,True,88,0.04327200000000001
OR10x100-0.25_3.dat,GA-RAND,5,22006.0,1.733410124998045,19700,True,6,0.046396000000000014
OR10x100-0.25_3.dat,GA-RAND,6,22019.0,1.761897118001798,19700,True,63,0.020572000000000003
OR10x100-0.25_3.dat,GA-RAND,7,21994.0,1.8247777839969785,19700,True,40,0.08230000000000003
OR10x100-0.25_3.dat,GA-RAND,8,22065.0,1.598529292998137,19700,True,146,0.05809200000000001
OR10x100-0.25_3.dat,GA-RAND,9,21993.0,1.8496984970006451,19700,True,54,0.04668000000000001
OR10x100-0.25_3.dat,GA-UCB,0,21994.0,1.625914965999982,19700,True,109,0.05818800000000001
OR10x100-0.25_3.dat,GA-UCB,1,21949.0,1.5908970950004004,19700,True,18,0.014316000000000004
OR10x100-0.25_3.dat,GA-UCB,2,22131.0,1.6803723480006738,19700,True,25,0.020620000000000003
OR10x100-0.25_3.dat,GA-UCB,3,21935.0,1.6449772060004761,19700,True,15,0.03404
OR10x100-0.25_3.dat,GA-UCB,4,21994.0,1.8032696079972084,19700,True,12,0.064656
OR10x100-0.25_3.dat,GA-UCB,5,21994.0,1.8312568860019383,19700,True,29,0.040572
OR10x100-0.25_3.dat,GA-UCB,6,22064.0,1.7468575399980182,19700,True,26,0.033424
OR10x100-0.25_3.dat,GA-UCB,7,21994.0,1.8550316170003498,19700,True,19,0.06966000000000001
OR10x100-0.25_3.dat,GA-UCB,8,21994.0,1.3959434970020084,19700,True,31,0.057064000000000004
OR10x100-0.25_3.dat,GA-UCB,9,21889.0,1.846959529997548,19700,True,72,0.05968400000000001
OR10x100-0.25_4.dat,GA,0,22625.0,1.6543798909988254,19700,True,92,0.036064000000000006
OR10x100-0.25_4.dat,GA,1,22358.0,1.6865230639996298,19700,True,12,0.041456
OR10x100-0.25_4.dat,GA,2,22430.0,1.5614614070000243,19700,True,16,0.036492
OR10x100-0.25_4.dat,GA,3,22551.0,1.5907574519987975,19700,True,15,0.038412
OR10x100-0.25_4.dat,GA,4,22562.0,1.4901336990005802,19700,True,167,0.03465200000000001
OR10x100-0.25_4.dat,GA,5,22570.0,1.1155371050008398,19700,True,150,0.030232000000000005
OR10x100-0.25_4.dat,GA,6,22616.0,1.6811219819974212,19700,True,88,0.042596000000000016
OR10x100-0.25_4.dat,GA,7,22554.0,1.6808283339996706,19700,True,15,0.038836
OR10x100-0.25_4.dat,GA,8,22640.0,1.3681881670017901,19700,True,39,0.036616
OR10x100-0.25_4.dat,GA,9,22644.0,1.6081263280029816,19700,True,99,0.02596000000000001
OR10x100-0.25_4.dat,GA-FIX-UX+BF3,0,22626.0,1.9590116170002148,19700,True,100,0.20187600000000003
OR10x100-0.25_4.dat,GA-FIX-UX+BF3,1,22648.0,2.1686467920008,19700,True,82,0.10715600000000002
OR10x100-0.25_4.dat,GA-FIX-UX+BF3,2,22572.0,1.963230638000823,19700,True,75,0.19764800000000002
OR10x100-0.25_4.dat,GA-FIX-UX+BF3,3,22626.0,2.159736518002319,19700,True,200,0.163788
OR10x100-0.25_4.dat,GA-FIX-UX+BF3,4,22611.0,2.106560554999305,19700,True,105,0.181068
OR10x100-0.25_4.dat,GA-FIX-UX+BF3,5,22581.0,2.4672963689990866,19700,True,37,0.181392
OR10x100-0.25_4.dat,GA-FIX-UX+BF3,6,22471.0,2.3911124750011368,19700,True,70,0.11980800000000004
OR10x100-0.25_4.dat,GA-FIX-UX+BF3,7,22694.0,2.588573713997903,19700,True,70,0.18321600000000005
OR10x100-0.25_4.dat,GA-FIX-UX+BF3,8,22611.0,2.81043020099969,19700,True,129,0.16638000000000003
OR10x100-0.25_4.dat,GA-FIX-UX+BF3,9,22601.0,3.1622377399980905,19700,True,59,0.17201200000000003
OR10x100-0.25_4.dat,GA-QL,0,22613.0,1.9118320109992055,19700,True,52,0.056476000000000005
